time (UTC),pressureRow,Depth (m),Temperature (degC ITS-90),bin_centre,x,y
1964-09-30 00:00:00+00:00,3,166.3501791,3.668571429,175,157.41408499869098,38
1964-09-30 00:00:00+00:00,4,207.5979564,3.425714286,225,157.41408499869098,43.14285714285714
1964-09-30 00:00:00+00:00,5,257.9428955,3.47,275,157.41408499869098,48.28571428571429
1964-09-30 00:00:00+00:00,6,302.8163592,3.606666667,325,157.41408499869098,53.42857142857143
1964-09-30 00:00:00+00:00,7,392.7343068,3.61,375,157.41408499869098,58.57142857142857
1964-09-30 00:00:00+00:00,8,403.8535856,3.648333333,425,157.41408499869098,63.714285714285715
1964-09-30 00:00:00+00:00,10,504.9398959,3.583333333,525,157.41408499869098,74
1964-09-30 00:00:00+00:00,12,606.0752085,3.463333333,625,157.41408499869098,84.28571428571428
1964-09-30 00:00:00+00:00,16,808.4923078,3.11,825,157.41408499869098,104.85714285714286
1964-09-30 00:00:00+00:00,20,1011.104585,2.825,1025,157.41408499869098,125.42857142857143
1964-09-30 00:00:00+00:00,24,1213.911229,2.57,1225,157.41408499869098,146
1964-09-30 00:00:00+00:00,30,1518.484188,2.265,1525,157.41408499869098,176.85714285714286
1964-09-30 00:00:00+00:00,40,2027.068247,1.935,2025,157.41408499869098,228.28571428571428
1964-09-30 00:00:00+00:00,50,2536.828987,1.72,2525,157.41408499869098,279.7142857142857
1964-09-30 00:00:00+00:00,60,3047.787246,1.58,3025,157.41408499869098,331.1428571428571
1964-09-30 00:00:00+00:00,71,3559.918686,1.52,3575,157.41408499869098,387.7142857142857
1964-11-30 00:00:00+00:00,0,15.07566869,7.295907407,25,159.76699537481454,22.571428571428573
1964-11-30 00:00:00+00:00,1,69.97572,6.790555556,75,159.76699537481454,27.714285714285715
