time (UTC),pressureRow,Depth (m),Temperature (degC ITS-90),bin_centre,x,y
1991-02-28 00:00:00+00:00,20,1024.501631,2.898704311,1025,529.5210751374466,125.42857142857143
1991-02-28 00:00:00+00:00,21,1074.500912,2.834779653,1075,529.5210751374466,130.57142857142856
1991-02-28 00:00:00+00:00,22,1124.49983,2.771354875,1125,529.5210751374466,135.71428571428572
1991-02-28 00:00:00+00:00,23,1174.502427,2.701111733,1175,529.5210751374466,140.85714285714286
1991-02-28 00:00:00+00:00,24,1224.500567,2.644945213,1225,529.5210751374466,146
1991-02-28 00:00:00+00:00,25,1274.498291,2.589678477,1275,529.5210751374466,151.14285714285714
1991-02-28 00:00:00+00:00,26,1324.501671,2.531972327,1325,529.5210751374466,156.2857142857143
1991-02-28 00:00:00+00:00,27,1374.498507,2.477765336,1375,529.5210751374466,161.42857142857142
1991-02-28 00:00:00+00:00,28,1424.500964,2.429616892,1425,529.5210751374466,166.57142857142858
1991-02-28 00:00:00+00:00,29,1474.500902,2.380408702,1475,529.5210751374466,171.71428571428572
1991-02-28 00:00:00+00:00,30,1524.500333,2.330980565,1525,529.5210751374466,176.85714285714286
1991-02-28 00:00:00+00:00,31,1574.499238,2.288730705,1575,529.5210751374466,182
1991-02-28 00:00:00+00:00,32,1624.501665,2.251839559,1625,529.5210751374466,187.14285714285714
1991-02-28 00:00:00+00:00,33,1667.998209,2.218656712,1675,529.5210751374466,192.28571428571428
1991-03-31 00:00:00+00:00,0,25.83773042,6.16076571,25,530.7168164761323,22.571428571428573
1991-03-31 00:00:00+00:00,1,73.92106234,6.059837639,75,530.7168164761323,27.714285714285715
1991-03-31 00:00:00+00:00,2,123.5016278,5.460646045,125,530.7168164761323,32.857142857142854
1991-03-31 00:00:00+00:00,3,173.2445109,4.463206164,175,530.7168164761323,38
1991-03-31 00:00:00+00:00,4,222.6645712,4.213113653,225,530.7168164761323,43.14285714285714
1991-03-31 00:00:00+00:00,5,272.6773839,4.042964622,275,530.7168164761323,48.28571428571429
1991-03-31 00:00:00+00:00,6,320.2045032,4.034266816,325,530.7168164761323,53.42857142857143
1991-03-31 00:00:00+00:00,7,376.0046804,4.016807006,375,530.7168164761323,58.57142857142857
1991-03-31 00:00:00+00:00,8,420.2102879,3.976492202,425,530.7168164761323,63.714285714285715
1991-03-31 00:00:00+00:00,9,475.5916923,3.897946253,475,530.7168164761323,68.85714285714286
1991-03-31 00:00:00+00:00,10,520.2038733,3.827782132,525,530.7168164761323,74
1991-03-31 00:00:00+00:00,11,575.5936681,3.71412573,575,530.7168164761323,79.14285714285714
1991-03-31 00:00:00+00:00,12,620.2073482,3.612447253,625,530.7168164761323,84.28571428571428
1991-03-31 00:00:00+00:00,13,674.5009495,3.494131408,675,530.7168164761323,89.42857142857143
1991-03-31 00:00:00+00:00,14,724.500205,3.374780053,725,530.7168164761323,94.57142857142857
1991-03-31 00:00:00+00:00,15,776.1947226,3.267680717,775,530.7168164761323,99.71428571428571
1991-03-31 00:00:00+00:00,16,820.0052826,3.191696553,825,530.7168164761323,104.85714285714286
1991-03-31 00:00:00+00:00,17,874.5005558,3.107994081,875,530.7168164761323,110
1991-03-31 00:00:00+00:00,18,928.9902987,3.016794049,925,530.7168164761323,115.14285714285715
1991-03-31 00:00:00+00:00,19,978.0110968,2.94774918,975,530.7168164761323,120.28571428571429
1991-03-31 00:00:00+00:00,20,1024.498323,2.880928577,1025,530.7168164761323,125.42857142857143
1991-03-31 00:00:00+00:00,21,1074.499621,2.812440014,1075,530.7168164761323,130.57142857142856
1991-03-31 00:00:00+00:00,22,1127.389869,2.737476606,1125,530.7168164761323,135.71428571428572
1991-03-31 00:00:00+00:00,23,1178.000106,2.681896025,1175,530.7168164761323,140.85714285714286
1991-03-31 00:00:00+00:00,24,1224.499253,2.631068544,1225,530.7168164761323,146
1991-03-31 00:00:00+00:00,25,1274.502044,2.571822763,1275,530.7168164761323,151.14285714285714
1991-03-31 00:00:00+00:00,26,1324.498313,2.513131848,1325,530.7168164761323,156.2857142857143
1991-03-31 00:00:00+00:00,27,1374.501235,2.46145925,1375,530.7168164761323,161.42857142857142
1991-03-31 00:00:00+00:00,28,1424.991809,2.402544669,1425,530.7168164761323,166.57142857142858
1991-03-31 00:00:00+00:00,29,1477.790429,2.356301848,1475,530.7168164761323,171.71428571428572
1991-03-31 00:00:00+00:00,30,1524.500509,2.320952971,1525,530.7168164761323,176.85714285714286
1991-03-31 00:00:00+00:00,31,1574.499918,2.277513397,1575,530.7168164761323,182
1991-03-31 00:00:00+00:00,32,1624.500309,2.237932896,1625,530.7168164761323,187.14285714285714
1991-03-31 00:00:00+00:00,33,1674.500139,2.194738263,1675,530.7168164761323,192.28571428571428
1991-03-31 00:00:00+00:00,34,1724.503457,2.155222747,1725,530.7168164761323,197.42857142857144
1991-03-31 00:00:00+00:00,35,1774.500076,2.12100096,1775,530.7168164761323,202.57142857142856
1991-03-31 00:00:00+00:00,36,1824.500148,2.081320483,1825,530.7168164761323,207.71428571428572
1991-03-31 00:00:00+00:00,37,1874.499586,2.043619531,1875,530.7168164761323,212.85714285714283
1991-03-31 00:00:00+00:00,38,1921.800498,2.010536991,1925,530.7168164761323,218
1991-03-31 00:00:00+00:00,39,1977.80376,1.981677997,1975,530.7168164761323,223.14285714285714
1991-03-31 00:00:00+00:00,40,2000.32034,1.975025994,2025,530.7168164761323,228.28571428571428
1991-03-31 00:00:00+00:00,47,2397.966225,1.75,2375,530.7168164761323,264.2857142857143
1991-03-31 00:00:00+00:00,49,2493.973639,1.73,2475,530.7168164761323,274.57142857142856
1991-03-31 00:00:00+00:00,57,2888.976296,1.61,2875,530.7168164761323,315.7142857142857
1991-03-31 00:00:00+00:00,59,2996.959029,1.6,2975,530.7168164761323,326
1991-03-31 00:00:00+00:00,67,3384.967797,1.52,3375,530.7168164761323,367.14285714285717
1991-03-31 00:00:00+00:00,70,3503.030587,1.52,3525,530.7168164761323,382.57142857142856
1991-03-31 00:00:00+00:00,77,3884.005962,1.5,3875,530.7168164761323,418.57142857142856
1991-03-31 00:00:00+00:00,79,3984.047981,1.52,3975,530.7168164761323,428.8571428571429
1991-03-31 00:00:00+00:00,80,4010.033688,1.5,4025,530.7168164761323,434
1991-03-31 00:00:00+00:00,81,4079.971297,1.51,4075,530.7168164761323,439.1428571428571
1991-03-31 00:00:00+00:00,82,4111.980922,1.51,4125,530.7168164761323,444.2857142857143
1991-03-31 00:00:00+00:00,84,4208.009014,1.515,4225,530.7168164761323,454.5714285714286
1991-05-31 00:00:00+00:00,0,22.53704492,6.284833093,25,533.0697268522558,22.571428571428573
1991-05-31 00:00:00+00:00,1,74.66904512,5.950297529,75,533.0697268522558,27.714285714285715
1991-05-31 00:00:00+00:00,2,124.754614,4.9356953,125,533.0697268522558,32.857142857142854
1991-05-31 00:00:00+00:00,3,174.657139,4.225629449,175,533.0697268522558,38
1991-05-31 00:00:00+00:00,4,224.8361358,4.140985497,225,533.0697268522558,43.14285714285714
1991-05-31 00:00:00+00:00,5,274.6641576,4.010038524,275,533.0697268522558,48.28571428571429
1991-05-31 00:00:00+00:00,6,320.4056577,3.961013037,325,533.0697268522558,53.42857142857143
1991-05-31 00:00:00+00:00,7,378.996432,3.957680717,375,533.0697268522558,58.57142857142857
1991-05-31 00:00:00+00:00,8,420.5943306,3.953317284,425,533.0697268522558,63.714285714285715
1991-05-31 00:00:00+00:00,9,478.8065398,3.86054339,475,533.0697268522558,68.85714285714286
1991-05-31 00:00:00+00:00,10,520.6112251,3.785683916,525,533.0697268522558,74
1991-05-31 00:00:00+00:00,11,578.7906974,3.695951692,575,533.0697268522558,79.14285714285714
1991-05-31 00:00:00+00:00,12,620.7946245,3.608303287,625,533.0697268522558,84.28571428571428
1991-05-31 00:00:00+00:00,13,674.4992293,3.499620091,675,533.0697268522558,89.42857142857143
1991-05-31 00:00:00+00:00,14,724.5008308,3.39054127,725,533.0697268522558,94.57142857142857
1991-05-31 00:00:00+00:00,15,778.6048068,3.274616652,775,533.0697268522558,99.71428571428571
1991-05-31 00:00:00+00:00,16,820.7917195,3.18062481,825,533.0697268522558,104.85714285714286
1991-05-31 00:00:00+00:00,17,874.5011355,3.094977205,875,533.0697268522558,110
1991-05-31 00:00:00+00:00,18,924.4991679,3.016715988,925,533.0697268522558,115.14285714285715
1991-05-31 00:00:00+00:00,19,978.598577,2.942697433,975,533.0697268522558,120.28571428571429
1991-05-31 00:00:00+00:00,20,1020.80561,2.879386707,1025,533.0697268522558,125.42857142857143
1991-05-31 00:00:00+00:00,21,1074.498955,2.820413101,1075,533.0697268522558,130.57142857142856
1991-05-31 00:00:00+00:00,22,1124.500722,2.756758378,1125,533.0697268522558,135.71428571428572
1991-05-31 00:00:00+00:00,23,1174.995402,2.687148204,1175,533.0697268522558,140.85714285714286
1991-05-31 00:00:00+00:00,24,1220.594132,2.607887387,1225,533.0697268522558,146
1991-05-31 00:00:00+00:00,25,1274.500637,2.539045629,1275,533.0697268522558,151.14285714285714
1991-05-31 00:00:00+00:00,26,1324.49875,2.484108814,1325,533.0697268522558,156.2857142857143
1991-05-31 00:00:00+00:00,27,1374.499963,2.435575462,1375,533.0697268522558,161.42857142857142
1991-05-31 00:00:00+00:00,28,1424.498676,2.386757178,1425,533.0697268522558,166.57142857142858
1991-05-31 00:00:00+00:00,29,1474.396635,2.342026234,1475,533.0697268522558,171.71428571428572
1991-05-31 00:00:00+00:00,30,1517.289188,2.295813965,1525,533.0697268522558,176.85714285714286
1991-05-31 00:00:00+00:00,31,1574.500156,2.248886934,1575,533.0697268522558,182
1991-05-31 00:00:00+00:00,32,1624.497629,2.20379109,1625,533.0697268522558,187.14285714285714
1991-05-31 00:00:00+00:00,33,1674.501318,2.160714762,1675,533.0697268522558,192.28571428571428
1991-05-31 00:00:00+00:00,34,1724.496295,2.119664614,1725,533.0697268522558,197.42857142857144
1991-05-31 00:00:00+00:00,35,1774.500843,2.079820843,1775,533.0697268522558,202.57142857142856
1991-05-31 00:00:00+00:00,36,1824.499352,2.040956837,1825,533.0697268522558,207.71428571428572
1991-05-31 00:00:00+00:00,37,1874.49994,2.006605081,1875,533.0697268522558,212.85714285714283
1991-05-31 00:00:00+00:00,38,1924.501234,1.971606814,1925,533.0697268522558,218
1991-05-31 00:00:00+00:00,39,1973.868931,1.94758518,1975,533.0697268522558,223.14285714285714
1991-05-31 00:00:00+00:00,40,2023.383587,1.914560106,2025,533.0697268522558,228.28571428571428
1991-05-31 00:00:00+00:00,41,2074.501028,1.891352742,2075,533.0697268522558,233.42857142857144
1991-05-31 00:00:00+00:00,42,2124.498857,1.867211869,2125,533.0697268522558,238.57142857142856
1991-05-31 00:00:00+00:00,43,2174.500699,1.842991015,2175,533.0697268522558,243.71428571428572
1991-05-31 00:00:00+00:00,44,2224.499065,1.815444293,2225,533.0697268522558,248.85714285714286
1991-05-31 00:00:00+00:00,45,2274.50073,1.79176331,2275,533.0697268522558,254
1991-05-31 00:00:00+00:00,46,2324.500921,1.768368925,2325,533.0697268522558,259.14285714285717
1991-05-31 00:00:00+00:00,47,2374.500979,1.747687222,2375,533.0697268522558,264.2857142857143
1991-05-31 00:00:00+00:00,48,2424.498846,1.727712016,2425,533.0697268522558,269.42857142857144
1991-05-31 00:00:00+00:00,49,2473.887538,1.718907462,2475,533.0697268522558,274.57142857142856
1991-05-31 00:00:00+00:00,50,2508.736532,1.695871664,2525,533.0697268522558,279.7142857142857
1991-05-31 00:00:00+00:00,59,2975.989931,1.61,2975,533.0697268522558,326
1991-05-31 00:00:00+00:00,60,3037.973648,1.58,3025,533.0697268522558,331.1428571428571
1991-05-31 00:00:00+00:00,69,3483.038953,1.52,3475,533.0697268522558,377.42857142857144
1991-05-31 00:00:00+00:00,70,3548.956077,1.51,3525,533.0697268522558,382.57142857142856
1991-05-31 00:00:00+00:00,79,3991.949186,1.51,3975,533.0697268522558,428.8571428571429
1991-05-31 00:00:00+00:00,81,4078.520104,1.51,4075,533.0697268522558,439.1428571428571
1991-05-31 00:00:00+00:00,83,4178.004092,1.51,4175,533.0697268522558,449.42857142857144
1991-05-31 00:00:00+00:00,85,4261.995369,1.52,4275,533.0697268522558,459.71428571428567
1991-10-31 00:00:00+00:00,0,25.49128596,11.89273495,25,538.9712889431887,22.571428571428573
1991-10-31 00:00:00+00:00,1,74.50167452,7.756425125,75,538.9712889431887,27.714285714285715
1991-10-31 00:00:00+00:00,2,124.4946998,5.483577275,125,538.9712889431887,32.857142857142854
1991-10-31 00:00:00+00:00,3,174.4971354,5.186341945,175,538.9712889431887,38
1991-10-31 00:00:00+00:00,4,224.4981974,4.879648884,225,538.9712889431887,43.14285714285714
1991-10-31 00:00:00+00:00,5,274.4891157,4.556646405,275,538.9712889431887,48.28571428571429
1991-10-31 00:00:00+00:00,6,324.489392,4.382188275,325,538.9712889431887,53.42857142857143
1991-10-31 00:00:00+00:00,7,374.4895867,4.221700125,375,538.9712889431887,58.57142857142857
1991-10-31 00:00:00+00:00,8,424.4957422,4.130801941,425,538.9712889431887,63.714285714285715
1991-10-31 00:00:00+00:00,9,474.4970629,4.07806793,475,538.9712889431887,68.85714285714286
1991-10-31 00:00:00+00:00,10,524.495549,3.957190274,525,538.9712889431887,74
1991-10-31 00:00:00+00:00,11,574.4499814,3.832386758,575,538.9712889431887,79.14285714285714
1991-10-31 00:00:00+00:00,12,625.3492988,3.726203231,625,538.9712889431887,84.28571428571428
1991-10-31 00:00:00+00:00,13,674.4926807,3.606954331,675,538.9712889431887,89.42857142857143
1991-10-31 00:00:00+00:00,14,724.4944707,3.491188781,725,538.9712889431887,94.57142857142857
1991-10-31 00:00:00+00:00,15,774.48928,3.378755765,775,538.9712889431887,99.71428571428571
1991-10-31 00:00:00+00:00,16,824.4973389,3.280412701,825,538.9712889431887,104.85714285714286
1991-10-31 00:00:00+00:00,17,874.5031079,3.182029646,875,538.9712889431887,110
1991-10-31 00:00:00+00:00,18,924.4876539,3.090091711,925,538.9712889431887,115.14285714285715
1991-10-31 00:00:00+00:00,19,974.5009368,3.016076142,975,538.9712889431887,120.28571428571429
1991-10-31 00:00:00+00:00,20,1024.491603,2.938561412,1025,538.9712889431887,125.42857142857143
1991-10-31 00:00:00+00:00,21,1074.490034,2.872430617,1075,538.9712889431887,130.57142857142856
1991-10-31 00:00:00+00:00,22,1124.494188,2.801307686,1125,538.9712889431887,135.71428571428572
1991-10-31 00:00:00+00:00,23,1174.48985,2.728191901,1175,538.9712889431887,140.85714285714286
1991-10-31 00:00:00+00:00,24,1224.489172,2.662414354,1225,538.9712889431887,146
1991-10-31 00:00:00+00:00,25,1274.490106,2.601189048,1275,538.9712889431887,151.14285714285714
1991-10-31 00:00:00+00:00,26,1324.491284,2.548741635,1325,538.9712889431887,156.2857142857143
1991-10-31 00:00:00+00:00,27,1374.489981,2.49654083,1375,538.9712889431887,161.42857142857142
1991-10-31 00:00:00+00:00,28,1424.492269,2.44283372,1425,538.9712889431887,166.57142857142858
1991-10-31 00:00:00+00:00,29,1474.502871,2.387373697,1475,538.9712889431887,171.71428571428572
1991-10-31 00:00:00+00:00,30,1522.996251,2.336960918,1525,538.9712889431887,176.85714285714286
1991-10-31 00:00:00+00:00,31,1574.497557,2.295469087,1575,538.9712889431887,182
1991-10-31 00:00:00+00:00,32,1624.491708,2.250949772,1625,538.9712889431887,187.14285714285714
1991-10-31 00:00:00+00:00,33,1674.486315,2.208429977,1675,538.9712889431887,192.28571428571428
1991-10-31 00:00:00+00:00,34,1715.494521,2.176219136,1725,538.9712889431887,197.42857142857144
1991-10-31 00:00:00+00:00,35,1774.48527,2.152003519,1775,538.9712889431887,202.57142857142856
1991-10-31 00:00:00+00:00,36,1824.497361,2.111253299,1825,538.9712889431887,207.71428571428572
1991-10-31 00:00:00+00:00,37,1874.504752,2.075002,1875,538.9712889431887,212.85714285714283
1991-10-31 00:00:00+00:00,38,1924.489102,2.041550028,1925,538.9712889431887,218
1991-10-31 00:00:00+00:00,39,1974.499247,2.006878349,1975,538.9712889431887,223.14285714285714
1991-10-31 00:00:00+00:00,40,2007.987806,1.986464425,2025,538.9712889431887,228.28571428571428
1991-11-30 00:00:00+00:00,0,25.99938589,11.21971152,25,540.1284579806265,22.571428571428573
1991-11-30 00:00:00+00:00,1,74.50041674,7.921966728,75,540.1284579806265,27.714285714285715
1991-11-30 00:00:00+00:00,2,124.5009021,5.410139567,125,540.1284579806265,32.857142857142854
1991-11-30 00:00:00+00:00,3,174.4993596,5.149592098,175,540.1284579806265,38
1991-11-30 00:00:00+00:00,4,224.4998084,4.923892266,225,540.1284579806265,43.14285714285714
1991-11-30 00:00:00+00:00,5,274.5022317,4.56170719,275,540.1284579806265,48.28571428571429
1991-11-30 00:00:00+00:00,6,324.5005501,4.368529553,325,540.1284579806265,53.42857142857143
1991-11-30 00:00:00+00:00,7,374.5008056,4.262888907,375,540.1284579806265,58.57142857142857
1991-11-30 00:00:00+00:00,8,424.5009592,4.173788291,425,540.1284579806265,63.714285714285715
1991-11-30 00:00:00+00:00,9,474.4989702,4.093177637,475,540.1284579806265,68.85714285714286
1991-11-30 00:00:00+00:00,10,524.5029087,3.978589139,525,540.1284579806265,74
1991-11-30 00:00:00+00:00,11,574.4985994,3.842403823,575,540.1284579806265,79.14285714285714
1991-11-30 00:00:00+00:00,12,624.5022053,3.717059906,625,540.1284579806265,84.28571428571428
1991-11-30 00:00:00+00:00,13,674.4995471,3.600701832,675,540.1284579806265,89.42857142857143
1991-11-30 00:00:00+00:00,14,724.4986984,3.481608414,725,540.1284579806265,94.57142857142857
1991-11-30 00:00:00+00:00,15,774.4996424,3.363622731,775,540.1284579806265,99.71428571428571
1991-11-30 00:00:00+00:00,16,824.5023617,3.275491882,825,540.1284579806265,104.85714285714286
1991-11-30 00:00:00+00:00,17,874.5007624,3.176869551,875,540.1284579806265,110
1991-11-30 00:00:00+00:00,18,924.4988752,3.080398704,925,540.1284579806265,115.14285714285715
1991-11-30 00:00:00+00:00,19,974.5027622,3.008234024,975,540.1284579806265,120.28571428571429
1991-11-30 00:00:00+00:00,20,1024.500245,2.941560026,1025,540.1284579806265,125.42857142857143
1991-11-30 00:00:00+00:00,21,1074.499412,2.868513557,1075,540.1284579806265,130.57142857142856
1991-11-30 00:00:00+00:00,22,1124.500247,2.800303927,1125,540.1284579806265,135.71428571428572
1991-11-30 00:00:00+00:00,23,1174.498674,2.731018556,1175,540.1284579806265,140.85714285714286
1991-11-30 00:00:00+00:00,24,1224.496704,2.677983284,1225,540.1284579806265,146
1991-11-30 00:00:00+00:00,25,1274.502435,2.620329121,1275,540.1284579806265,151.14285714285714
1991-11-30 00:00:00+00:00,26,1324.499615,2.571776774,1325,540.1284579806265,156.2857142857143
1991-11-30 00:00:00+00:00,27,1374.502433,2.525717828,1375,540.1284579806265,161.42857142857142
1991-11-30 00:00:00+00:00,28,1424.49869,2.457892106,1425,540.1284579806265,166.57142857142858
1991-11-30 00:00:00+00:00,29,1474.50055,2.400381908,1475,540.1284579806265,171.71428571428572
1991-11-30 00:00:00+00:00,30,1524.499873,2.348596337,1525,540.1284579806265,176.85714285714286
1991-11-30 00:00:00+00:00,31,1574.500703,2.302025514,1575,540.1284579806265,182
1991-11-30 00:00:00+00:00,32,1624.498957,2.261233304,1625,540.1284579806265,187.14285714285714
1991-11-30 00:00:00+00:00,33,1674.500716,2.225017996,1675,540.1284579806265,192.28571428571428
1991-11-30 00:00:00+00:00,34,1724.499863,2.186009358,1725,540.1284579806265,197.42857142857144
1991-11-30 00:00:00+00:00,35,1774.500446,2.150071983,1775,540.1284579806265,202.57142857142856
1991-11-30 00:00:00+00:00,36,1824.500414,2.108341998,1825,540.1284579806265,207.71428571428572
1991-11-30 00:00:00+00:00,37,1874.499749,2.063286811,1875,540.1284579806265,212.85714285714283
1991-11-30 00:00:00+00:00,38,1924.500467,2.020119171,1925,540.1284579806265,218
1991-11-30 00:00:00+00:00,39,1974.500516,1.981454451,1975,540.1284579806265,223.14285714285714
1991-11-30 00:00:00+00:00,40,2024.499878,1.94491522,2025,540.1284579806265,228.28571428571428
1991-11-30 00:00:00+00:00,41,2057.994173,1.925602561,2075,540.1284579806265,233.42857142857144
1992-02-29 00:00:00+00:00,0,25.15716085,6.289003621,25,543.638537394188,22.571428571428573
1992-02-29 00:00:00+00:00,1,74.48866011,6.258567277,75,543.638537394188,27.714285714285715
1992-02-29 00:00:00+00:00,2,124.4844475,5.414619158,125,543.638537394188,32.857142857142854
1992-02-29 00:00:00+00:00,3,174.488972,4.97247194,175,543.638537394188,38
1992-02-29 00:00:00+00:00,4,224.4853933,4.705949239,225,543.638537394188,43.14285714285714
1992-02-29 00:00:00+00:00,5,274.4858071,4.431178517,275,543.638537394188,48.28571428571429
1992-02-29 00:00:00+00:00,6,324.4962583,4.25462689,325,543.638537394188,53.42857142857143
1992-02-29 00:00:00+00:00,7,374.4877686,4.13967981,375,543.638537394188,58.57142857142857
1992-02-29 00:00:00+00:00,8,424.4865852,4.035454158,425,543.638537394188,63.714285714285715
1992-02-29 00:00:00+00:00,9,474.4893241,3.93441774,475,543.638537394188,68.85714285714286
1992-02-29 00:00:00+00:00,10,524.4966449,3.841997254,525,543.638537394188,74
1992-02-29 00:00:00+00:00,11,574.4849293,3.746842091,575,543.638537394188,79.14285714285714
1992-02-29 00:00:00+00:00,12,624.4932657,3.632108961,625,543.638537394188,84.28571428571428
1992-02-29 00:00:00+00:00,13,674.4872446,3.519759924,675,543.638537394188,89.42857142857143
1992-02-29 00:00:00+00:00,14,724.4911293,3.419255379,725,543.638537394188,94.57142857142857
1992-02-29 00:00:00+00:00,15,774.4947829,3.306957663,775,543.638537394188,99.71428571428571
1992-02-29 00:00:00+00:00,16,824.4954886,3.213708043,825,543.638537394188,104.85714285714286
1992-02-29 00:00:00+00:00,17,874.4932243,3.135388174,875,543.638537394188,110
1992-02-29 00:00:00+00:00,18,924.486619,3.05119638,925,543.638537394188,115.14285714285715
1992-02-29 00:00:00+00:00,19,974.4918653,2.969719267,975,543.638537394188,120.28571428571429
1992-02-29 00:00:00+00:00,20,1024.481249,2.894090752,1025,543.638537394188,125.42857142857143
1992-02-29 00:00:00+00:00,21,1074.493266,2.825861127,1075,543.638537394188,130.57142857142856
1992-02-29 00:00:00+00:00,22,1124.487349,2.757461543,1125,543.638537394188,135.71428571428572
1992-02-29 00:00:00+00:00,23,1174.476316,2.690891519,1175,543.638537394188,140.85714285714286
1992-02-29 00:00:00+00:00,24,1224.47841,2.63084793,1225,543.638537394188,146
1992-02-29 00:00:00+00:00,25,1274.493619,2.572939828,1275,543.638537394188,151.14285714285714
1992-02-29 00:00:00+00:00,26,1324.486071,2.514963076,1325,543.638537394188,156.2857142857143
1992-02-29 00:00:00+00:00,27,1374.483481,2.461065344,1375,543.638537394188,161.42857142857142
1992-02-29 00:00:00+00:00,28,1424.490575,2.404870831,1425,543.638537394188,166.57142857142858
1992-02-29 00:00:00+00:00,29,1474.497861,2.35691834,1475,543.638537394188,171.71428571428572
1992-02-29 00:00:00+00:00,30,1503.352825,2.328934548,1525,543.638537394188,176.85714285714286
1992-03-31 00:00:00+00:00,0,25.83372289,6.034956014,25,544.8342787328737,22.571428571428573
1992-03-31 00:00:00+00:00,1,74.49886626,6.003519155,75,544.8342787328737,27.714285714285715
1992-03-31 00:00:00+00:00,2,124.4996563,5.092924365,125,544.8342787328737,32.857142857142854
1992-03-31 00:00:00+00:00,3,174.4990921,4.689454531,175,544.8342787328737,38
1992-03-31 00:00:00+00:00,4,224.4998467,4.370271135,225,544.8342787328737,43.14285714285714
1992-03-31 00:00:00+00:00,5,274.5005562,4.193466901,275,544.8342787328737,48.28571428571429
1992-03-31 00:00:00+00:00,6,324.4998541,4.168286278,325,544.8342787328737,53.42857142857143
1992-03-31 00:00:00+00:00,7,374.5004162,4.111719854,375,544.8342787328737,58.57142857142857
1992-03-31 00:00:00+00:00,8,424.5008768,4.016182783,425,544.8342787328737,63.714285714285715
1992-03-31 00:00:00+00:00,9,474.5005434,3.924004905,475,544.8342787328737,68.85714285714286
1992-03-31 00:00:00+00:00,10,524.5000709,3.827781332,525,544.8342787328737,74
1992-03-31 00:00:00+00:00,11,574.4994406,3.719573969,575,544.8342787328737,79.14285714285714
1992-03-31 00:00:00+00:00,12,624.5020066,3.593704178,625,544.8342787328737,84.28571428571428
1992-03-31 00:00:00+00:00,13,674.4989824,3.487249727,675,544.8342787328737,89.42857142857143
1992-03-31 00:00:00+00:00,14,724.4997923,3.382888107,725,544.8342787328737,94.57142857142857
1992-03-31 00:00:00+00:00,15,774.4996962,3.274167533,775,544.8342787328737,99.71428571428571
1992-03-31 00:00:00+00:00,16,800.8121198,3.212590089,825,544.8342787328737,104.85714285714286
1992-04-30 00:00:00+00:00,0,23.77768059,6.134636493,25,545.9914477703117,22.571428571428573
1992-04-30 00:00:00+00:00,1,72.16119666,5.815801985,75,545.9914477703117,27.714285714285715
1992-04-30 00:00:00+00:00,2,122.3882682,5.107690776,125,545.9914477703117,32.857142857142854
1992-04-30 00:00:00+00:00,3,172.5508465,4.935319879,175,545.9914477703117,38
1992-04-30 00:00:00+00:00,4,219.8257265,4.665656287,225,545.9914477703117,43.14285714285714
1992-04-30 00:00:00+00:00,5,269.676177,4.440647858,275,545.9914477703117,48.28571428571429
1992-04-30 00:00:00+00:00,6,319.9462765,4.272799328,325,545.9914477703117,53.42857142857143
1992-04-30 00:00:00+00:00,7,374.4938365,4.160962798,375,545.9914477703117,58.57142857142857
1992-04-30 00:00:00+00:00,8,420.1580223,4.071069166,425,545.9914477703117,63.714285714285715
1992-04-30 00:00:00+00:00,9,474.4887713,3.957577039,475,545.9914477703117,68.85714285714286
1992-04-30 00:00:00+00:00,10,520.3885949,3.85969554,525,545.9914477703117,74
1992-04-30 00:00:00+00:00,11,574.4978828,3.745835,575,545.9914477703117,79.14285714285714
1992-04-30 00:00:00+00:00,12,620.6039277,3.639585211,625,545.9914477703117,84.28571428571428
1992-04-30 00:00:00+00:00,13,674.4958893,3.533168325,675,545.9914477703117,89.42857142857143
1992-04-30 00:00:00+00:00,14,724.4932795,3.4270815,725,545.9914477703117,94.57142857142857
1992-04-30 00:00:00+00:00,15,774.4991145,3.317667474,775,545.9914477703117,99.71428571428571
1992-04-30 00:00:00+00:00,16,820.8266289,3.220039902,825,545.9914477703117,104.85714285714286
1992-04-30 00:00:00+00:00,17,874.4941065,3.127669931,875,545.9914477703117,110
1992-04-30 00:00:00+00:00,18,924.4953769,3.040528273,925,545.9914477703117,115.14285714285715
1992-04-30 00:00:00+00:00,19,974.4977901,2.959564847,975,545.9914477703117,120.28571428571429
1992-04-30 00:00:00+00:00,20,1019.279705,2.887372347,1025,545.9914477703117,125.42857142857143
1992-04-30 00:00:00+00:00,21,1074.496226,2.807370564,1075,545.9914477703117,130.57142857142856
1992-04-30 00:00:00+00:00,22,1124.491282,2.740669573,1125,545.9914477703117,135.71428571428572
1992-04-30 00:00:00+00:00,23,1174.494071,2.670844664,1175,545.9914477703117,140.85714285714286
1992-04-30 00:00:00+00:00,24,1222.49175,2.606784922,1225,545.9914477703117,146
1992-04-30 00:00:00+00:00,25,1274.493032,2.552255459,1275,545.9914477703117,151.14285714285714
1992-04-30 00:00:00+00:00,26,1324.496269,2.492514463,1325,545.9914477703117,156.2857142857143
1992-04-30 00:00:00+00:00,27,1374.493978,2.43859907,1375,545.9914477703117,161.42857142857142
1992-04-30 00:00:00+00:00,28,1424.490878,2.391017822,1425,545.9914477703117,166.57142857142858
1992-04-30 00:00:00+00:00,29,1474.493382,2.340312992,1475,545.9914477703117,171.71428571428572
1992-04-30 00:00:00+00:00,30,1509.415732,2.306950152,1525,545.9914477703117,176.85714285714286
